index,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,day,month,year,sales
245918,195,3,1792,1,1,0,0,30,4,2014,17010.420119047616
585381,460,1,298,1,0,0,0,23,3,2015,2816.21
29845,315,6,283,1,0,0,0,23,5,2015,2643.627380952381
571363,680,2,696,1,0,0,0,26,11,2013,4143.3275
656956,728,3,417,1,1,0,0,10,4,2013,4939.79
235988,207,4,0,0,0,1,0,3,10,2013,0.0
700721,351,2,414,1,0,0,0,26,2,2013,4330.083333333334
159573,554,4,664,1,0,0,0,9,4,2015,4872.827666666667
682368,585,4,1018,1,0,0,0,28,2,2013,6783.195833333334
204516,498,4,935,1,1,0,0,2,7,2015,7050.693
209159,936,7,0,0,0,0,0,26,4,2015,0.0
432526,754,5,0,0,1,1,1,29,3,2013,0.0
563301,749,1,1182,1,1,0,0,16,12,2013,14031.44
431569,791,5,822,1,0,0,0,13,3,2015,7764.885
169137,697,4,849,1,0,0,0,25,6,2015,8255.72
148833,860,2,652,1,0,0,0,24,6,2014,4484.605
56114,944,7,0,0,0,0,1,26,7,2015,0.0
168195,647,7,0,0,0,0,0,5,5,2013,0.0
274414,966,3,606,1,1,0,1,15,7,2015,4631.948333333333
518883,301,4,567,1,0,0,0,27,3,2014,4665.242
530576,551,5,957,1,1,0,0,20,3,2015,6752.976
92308,169,3,664,1,1,0,0,9,1,2013,6874.97
551272,286,3,522,1,1,0,0,9,1,2013,6036.34
84056,787,3,1692,1,1,0,0,18,12,2013,17614.46416666667
694599,1062,6,521,1,0,0,0,28,12,2013,5331.3820000000005
366880,497,7,0,0,0,0,0,3,3,2013,0.0
682716,175,6,708,1,0,0,0,11,1,2014,5454.1357499999995
169597,721,3,711,1,1,0,0,20,2,2013,7498.67
60411,913,5,1300,1,1,0,0,30,1,2015,10084.51
295261,439,6,907,1,0,0,0,29,11,2014,8379.96
710684,727,3,485,1,1,0,1,14,8,2013,4896.26
520153,141,4,675,1,1,0,0,15,1,2015,6451.45
709192,677,1,707,1,1,0,0,27,4,2015,9774.920833333334
201104,373,5,301,1,1,0,0,8,2,2013,4191.6
333552,639,4,517,1,1,0,0,7,11,2013,5049.655
639241,764,2,488,1,1,0,1,31,3,2015,4901.32
109056,682,1,2168,1,1,0,1,7,10,2013,16689.672
157871,54,6,850,1,0,0,0,15,6,2013,8726.347142857143
523751,762,2,301,1,0,0,0,10,3,2015,2555.64
37865,519,6,512,1,0,0,0,7,6,2014,4641.81
683356,901,5,560,1,0,0,0,16,5,2014,5924.71
672297,188,7,0,0,0,0,0,23,3,2014,0.0
474142,641,5,480,1,0,0,0,24,5,2013,4553.52725
433616,845,2,365,1,1,0,1,15,4,2014,5068.873333333334
148750,1114,2,2884,1,1,0,0,7,10,2014,18887.81
241667,60,1,962,1,1,0,0,28,4,2014,11897.9
167968,250,5,652,1,1,0,1,9,1,2015,7582.04
393154,132,2,548,1,1,0,0,27,1,2015,5884.8
84248,53,1,572,1,0,0,0,6,5,2013,5093.575
220425,134,5,540,1,1,0,1,21,6,2013,5181.6258333333335
431462,443,5,462,1,0,0,0,23,1,2015,4380.6625
174260,763,6,533,1,0,0,0,20,6,2015,5173.262619047619
325825,1090,1,608,1,0,0,0,24,3,2014,5997.25
252298,1100,3,805,1,1,0,0,4,12,2013,6895.705
579517,180,4,786,1,0,0,0,24,4,2014,6512.08
215163,1001,5,721,1,1,0,0,3,5,2013,6277.770880952381
565668,870,2,894,1,1,0,1,15,7,2014,8016.43
48889,676,3,1662,1,0,0,0,4,9,2013,6690.16
302983,363,3,822,1,0,0,0,22,4,2015,5587.725
22186,592,1,684,1,1,0,0,16,6,2014,6851.27761904762
680972,636,4,554,1,0,0,1,2,1,2014,3858.95
528071,1055,6,905,1,0,0,0,9,5,2015,6822.926666666667
94643,1111,5,419,1,0,0,0,28,6,2013,4335.195
359703,226,1,934,1,1,0,1,7,1,2013,10487.78
271384,1100,4,775,1,1,0,0,11,4,2013,6609.63
300218,75,6,501,1,0,0,0,19,1,2013,4211.230833333333
643661,623,4,854,1,1,0,1,16,7,2015,7749.682
94492,1023,5,646,1,1,0,0,17,4,2015,6645.0
341175,926,2,817,1,1,0,1,31,3,2015,6564.862666666666
6731,502,1,1842,1,1,0,0,3,6,2013,14728.39
327125,1093,3,842,1,0,0,0,9,7,2014,7316.86
434428,799,5,941,1,1,0,0,6,3,2015,10131.256666666668
423058,346,4,599,1,0,0,0,13,2,2014,6238.443166666667
521927,1000,4,590,1,0,0,0,11,6,2015,6079.35
372887,1110,3,569,1,1,0,0,15,7,2015,5309.661999999999
233437,252,3,804,1,0,0,1,2,1,2013,9489.21
365609,202,7,0,0,0,0,0,7,9,2014,0.0
356911,690,1,993,1,1,0,1,5,1,2015,8173.486285714286
242476,502,6,1316,1,0,0,0,21,6,2014,8539.29
504121,441,4,711,1,1,0,0,15,1,2015,6881.8
859,723,6,773,1,0,0,0,9,5,2015,7695.75
326267,1077,5,476,1,0,0,0,28,6,2013,3724.305
112487,640,4,812,1,1,0,0,22,5,2014,10727.56
691045,742,1,860,1,0,0,0,10,6,2013,7219.484
319243,630,4,895,1,1,0,0,7,5,2015,7884.71
75855,363,2,580,1,0,0,1,31,12,2013,4618.85
439216,704,7,0,0,0,0,0,12,5,2013,0.0
238360,547,7,0,0,0,0,0,14,4,2013,0.0
138933,943,2,737,1,0,0,1,30,12,2014,7474.21
551606,1054,7,0,0,0,0,0,6,10,2013,0.0
202891,1005,6,781,1,0,0,0,23,11,2013,4776.02
572595,1085,3,654,1,0,0,1,8,4,2015,5794.685
292824,1072,2,824,1,1,0,0,4,3,2014,9330.66
247783,977,3,413,1,0,0,0,8,7,2015,3348.25
498873,378,1,0,0,0,1,0,9,6,2014,0.0
429521,748,6,489,1,0,0,0,23,3,2013,5397.953333333334
440052,300,1,1208,1,1,0,0,15,12,2014,12424.57
697874,1082,7,0,0,0,0,0,30,3,2014,0.0
89190,735,4,502,1,0,0,0,24,4,2014,4579.21
73811,348,7,0,0,0,0,0,4,8,2013,0.0
57234,877,7,0,0,0,0,0,19,5,2013,0.0
504266,942,5,496,1,0,0,0,13,2,2015,6089.656
138822,831,3,1523,1,0,0,0,10,6,2015,11048.523333333333
444920,42,4,1139,1,1,0,1,29,8,2013,10358.63
50090,435,5,379,1,1,0,0,22,8,2014,3088.3866666666668
318955,289,2,505,1,1,0,1,6,1,2015,6102.903333333334
448142,182,4,351,1,0,0,0,27,3,2014,4045.17
652248,248,1,976,1,0,0,0,22,9,2014,6669.2375
284654,978,4,815,1,0,0,0,14,3,2013,5890.99
270189,493,3,833,1,1,0,0,4,2,2015,8824.43
194433,877,4,786,1,1,0,1,18,7,2013,5877.3
93429,1072,3,575,1,0,0,0,15,1,2014,5636.08
539136,981,2,602,1,0,0,0,12,2,2013,5396.75
403947,816,4,0,0,0,1,1,26,12,2013,0.0
193703,94,5,578,1,0,0,0,27,2,2015,5630.800833333333
517514,848,7,0,0,0,0,0,21,4,2013,0.0
441765,695,7,0,0,0,0,0,27,10,2013,0.0
278406,856,2,1107,1,1,0,0,1,7,2014,8637.36
352417,832,3,565,1,1,0,0,5,6,2013,7318.58
514508,402,3,726,1,0,0,0,28,5,2014,7620.7
518602,261,7,0,0,0,0,0,12,10,2014,0.0
428758,452,3,373,1,0,0,0,8,7,2015,3389.565
134107,210,3,379,1,1,0,0,3,6,2015,3843.186666666667
651590,609,7,0,0,0,0,0,3,8,2014,0.0
260490,552,2,842,1,1,0,0,28,5,2013,10732.968
371624,592,7,0,0,0,0,0,30,6,2013,0.0
511974,666,2,678,1,1,0,0,5,5,2015,7568.155499999998
589159,78,3,507,1,1,0,0,21,5,2014,4002.9866666666667
284097,654,2,684,1,0,0,1,12,8,2014,5533.19
356258,198,7,0,0,0,0,0,22,9,2013,0.0
381140,1034,4,901,1,1,0,0,8,5,2014,8397.8275
245965,336,4,1737,1,0,0,1,8,8,2013,10739.84
519452,212,6,346,1,0,0,0,15,3,2014,3316.7452857142857
78391,310,6,700,1,0,0,0,4,10,2014,7814.572428571428
409692,1022,5,856,1,1,0,0,20,3,2015,7661.028333333334
514576,760,7,0,0,0,0,0,1,6,2014,0.0
182437,487,3,503,1,0,0,0,21,8,2013,4715.986666666667
269232,167,4,1096,1,1,0,0,19,6,2014,9852.19
436353,834,7,0,0,0,0,0,7,4,2013,0.0
371304,189,2,760,1,1,0,1,21,10,2014,8637.426666666668
61383,474,7,0,0,0,0,0,13,4,2014,0.0
20922,336,2,1649,1,0,0,0,20,1,2015,10500.7
176845,851,3,378,1,1,0,0,23,1,2013,4355.928333333333
64441,683,7,0,0,0,0,0,28,7,2013,0.0
29488,159,7,0,0,0,0,0,13,4,2014,0.0
566293,874,4,500,1,0,0,1,30,10,2014,4627.43
50060,528,4,1085,1,1,0,1,1,8,2013,13083.42
682047,537,7,0,0,0,0,0,24,3,2013,0.0
249545,251,4,2910,1,1,0,0,2,5,2013,24304.147333333334
473828,253,7,0,0,0,0,0,8,6,2014,0.0
324539,110,4,583,1,0,0,0,11,12,2014,4336.208333333334
174367,640,7,0,0,0,0,0,23,11,2014,0.0
352436,676,1,1551,1,0,0,1,23,12,2013,6338.01
377325,865,1,766,1,1,0,0,4,3,2013,9635.426666666666
27882,1092,4,1437,1,1,0,1,17,4,2014,14804.6
16088,291,4,727,1,0,0,1,28,8,2014,6330.88
290161,657,5,821,1,1,0,0,6,2,2015,6746.08
121855,1023,5,567,1,0,0,0,15,11,2013,4981.37
285923,102,1,1242,1,1,0,1,13,7,2015,11416.956666666667
616036,963,6,329,1,0,0,0,18,1,2014,3135.8772380952387
676515,1051,1,1583,1,1,0,0,31,3,2014,16133.17
577110,890,3,526,1,1,0,1,16,4,2014,6883.775
422965,463,2,855,1,0,0,0,24,2,2015,4885.33
165514,414,1,511,1,1,0,0,4,11,2013,7096.673999999999
23205,198,2,355,1,0,0,0,11,2,2014,2491.355
352565,368,2,197,1,0,0,0,12,2,2013,2296.45
315464,667,2,613,1,0,0,0,23,6,2015,5839.9
685915,382,4,529,1,0,0,0,26,6,2014,5976.32
122804,742,2,832,1,1,0,0,20,5,2014,7702.95
149837,956,3,475,1,1,0,0,4,3,2015,3566.24
78118,575,7,0,0,0,0,0,15,6,2014,0.0
429372,334,6,831,1,0,0,0,21,12,2013,6311.955
454573,703,4,349,1,0,0,0,28,2,2013,2896.77130952381
36132,681,7,0,0,0,0,0,8,6,2014,0.0
691667,321,7,0,0,0,0,0,19,4,2015,0.0
170021,734,3,579,1,1,0,0,20,5,2015,6241.99
99809,711,2,518,1,0,0,0,27,5,2014,5997.883000000001
301885,1024,5,893,1,0,0,1,27,12,2013,7703.51
201337,321,3,506,1,0,0,1,2,1,2013,4831.09
97535,809,5,877,1,1,0,0,6,2,2015,10447.69
142763,259,2,2551,1,1,0,0,17,2,2015,12870.74
609329,232,2,0,0,1,1,0,6,1,2015,0.0
87801,817,7,0,0,0,0,0,8,3,2015,0.0
259138,413,2,1098,1,1,0,0,5,11,2013,9346.15
534474,303,4,583,1,0,0,0,13,2,2014,4546.730833333333
416098,178,6,678,1,0,0,0,30,8,2014,6725.998333333334
570451,739,4,795,1,1,0,0,6,2,2014,9959.208
354424,547,2,369,1,0,0,0,20,1,2015,4544.25
433012,698,1,1886,1,0,0,0,11,2,2013,14567.173333333334
425468,970,3,444,1,1,0,1,14,8,2013,3913.03
527983,917,2,877,1,1,0,1,19,8,2014,8094.72
617577,584,3,461,1,1,0,0,2,4,2014,5449.516666666666
565704,132,2,547,1,1,0,0,21,1,2014,5883.655
534911,1013,3,463,1,1,0,0,24,4,2013,4465.6811746031735
136548,247,2,631,1,0,0,0,20,8,2013,7628.77
632822,88,2,827,1,1,0,0,15,7,2014,8866.4
681111,252,2,898,1,1,0,0,16,6,2015,12749.37
68614,216,2,761,1,0,0,1,12,8,2014,5546.636666666667
147340,551,5,873,1,0,0,0,12,9,2014,5462.35
405862,439,5,1275,1,1,0,0,20,12,2013,12955.208333333336
282167,349,2,898,1,1,0,0,14,4,2015,9176.82
270853,415,6,558,1,0,0,0,22,3,2014,6501.851666666667
398116,967,3,994,1,1,0,0,20,2,2013,9419.32
173197,501,6,426,1,0,0,0,31,5,2014,3659.785666666667
452379,348,7,0,0,0,0,0,25,8,2013,0.0
14596,485,1,501,1,1,0,1,14,4,2014,6310.920071428572
440033,548,2,370,1,1,0,0,20,5,2014,5384.635
564938,425,6,259,1,0,0,0,11,7,2015,2032.763333333333
531863,300,3,651,1,0,0,0,27,2,2013,5319.205
330237,998,7,0,0,0,0,0,25,5,2014,0.0
90597,58,2,542,1,1,0,0,22,10,2013,7150.7046666666665
538466,982,2,827,1,1,0,1,18,2,2014,9382.02
31366,922,1,760,1,1,0,0,10,11,2014,7269.02
678994,912,4,595,1,0,0,0,18,4,2013,4126.595
141380,470,4,1563,1,1,0,0,19,2,2015,12557.065
232451,1085,6,596,1,0,0,0,9,2,2013,5817.8240000000005
664501,768,2,1481,1,1,0,0,3,3,2015,16101.5
106861,481,2,512,1,1,0,0,25,11,2014,6318.12
630373,471,4,0,0,1,1,1,30,5,2013,0.0
313635,378,5,857,1,1,0,0,3,5,2013,5761.32
643480,847,7,0,0,0,0,0,17,5,2015,0.0
83905,1071,5,738,1,1,0,1,17,4,2015,6155.287023809524
217457,641,1,764,1,1,0,0,16,3,2015,8730.893333333333
679692,413,6,572,1,0,0,0,25,5,2013,4837.694666666666
649360,771,2,786,1,1,0,0,18,2,2014,7793.835
401413,436,3,496,1,0,0,0,17,4,2013,4182.12
238114,28,5,558,1,1,0,0,8,5,2015,5545.833333333334
199617,550,7,0,0,0,0,0,25,5,2014,0.0
480301,462,3,571,1,0,0,0,26,6,2013,4169.2
627515,683,6,637,1,0,0,0,24,5,2014,7347.53
570340,131,2,648,1,1,0,0,9,4,2013,6755.604285714287
578590,177,2,0,0,0,1,1,1,1,2013,0.0
102876,467,4,1665,1,1,0,0,21,3,2013,13666.4
605469,605,2,426,1,0,0,0,22,7,2014,5329.26
583192,989,4,631,1,1,0,1,2,4,2015,5836.9416666666675
188646,992,4,748,1,1,0,0,5,2,2015,6170.9
521902,699,6,928,1,0,0,0,12,10,2013,7857.15
239990,394,2,470,1,0,0,0,29,1,2013,4779.5886666666665
221857,867,4,544,1,0,0,0,8,8,2013,7062.625
685868,792,7,0,0,0,0,0,14,4,2013,0.0
247449,1086,3,722,1,1,0,0,8,10,2014,6572.54
250087,1113,2,769,1,1,0,0,18,3,2014,7625.64
356951,174,5,512,1,1,0,0,23,5,2014,6422.376666666667
475847,1018,7,0,0,0,0,0,15,9,2013,0.0
273670,1019,6,716,1,0,0,0,10,8,2013,8046.34
702821,364,7,0,0,0,0,0,29,9,2013,0.0
207760,554,3,615,1,1,0,0,18,3,2015,5225.99
560457,347,5,453,1,1,0,0,7,3,2014,5645.09
691698,871,1,603,1,1,0,0,13,7,2015,7879.97
633598,832,5,566,1,1,0,0,7,11,2014,6732.8
401837,989,5,548,1,0,0,0,20,9,2013,4787.7
379297,165,2,458,1,1,0,0,9,4,2013,4599.81
89749,812,7,0,0,0,0,0,19,5,2013,0.0
72079,864,5,668,1,1,0,0,23,5,2014,5153.63
369086,459,5,1183,1,1,0,0,7,11,2014,9967.0615
305126,48,3,474,1,1,0,0,19,6,2013,4555.514
679654,182,4,443,1,1,0,0,5,6,2014,5895.697333333333
379102,355,2,1051,1,1,0,0,13,1,2015,8991.38
165682,506,5,717,1,0,0,0,24,4,2015,6872.1
322426,292,4,709,1,0,0,0,23,4,2015,5034.703333333334
269962,431,5,1022,1,1,0,0,8,2,2013,10298.37
109380,411,2,539,1,0,0,0,25,6,2013,6345.82
166050,362,4,1012,1,0,0,0,27,2,2014,7558.16
148492,339,6,706,1,0,0,0,31,5,2014,5546.82
373975,969,1,583,1,0,0,0,22,7,2013,3070.821333333333
558134,882,7,0,0,0,0,0,7,9,2014,0.0
108551,135,5,609,1,1,0,0,6,6,2014,7115.898
129510,343,1,836,1,1,0,0,19,5,2014,10051.52
657331,829,6,848,1,0,0,0,16,2,2013,6051.7935
591562,325,7,0,0,0,0,0,13,4,2014,0.0
273667,965,3,1045,1,1,0,0,29,5,2013,9923.61
219191,425,1,584,1,1,0,0,27,4,2015,5015.66
489771,81,7,0,0,0,0,0,19,4,2015,0.0
561171,532,4,475,1,1,0,0,7,2,2013,3784.1620000000003
471426,784,3,682,1,0,0,0,12,6,2013,5621.3
142210,462,3,591,1,0,0,1,13,8,2014,4585.58
486886,448,4,678,1,0,0,0,31,1,2013,6766.151571428573
9702,1007,7,0,0,0,0,0,24,8,2014,0.0
444003,452,7,0,0,0,0,0,17,5,2015,0.0
179895,901,7,0,0,0,0,0,3,2,2013,0.0
380039,1078,2,671,1,1,0,0,3,6,2014,9230.73
276004,959,3,711,1,0,0,0,27,8,2014,6098.1613333333335
180477,1068,6,365,1,0,0,0,2,8,2014,4935.302544011543
38277,1110,4,550,1,1,0,1,4,7,2013,4655.413333333334
592440,896,2,994,1,1,0,0,13,1,2015,8041.578333333335
101968,419,7,0,0,0,0,0,2,2,2014,0.0
582369,606,2,674,1,0,0,1,30,12,2014,5756.27
308947,269,7,0,0,0,0,0,23,2,2014,0.0
551848,691,6,704,1,0,0,0,14,12,2013,8756.087333333331
361643,234,1,828,1,0,0,0,10,3,2014,7394.615333333333
670770,194,6,374,1,0,0,0,17,5,2014,3964.27
629039,145,6,1720,1,0,0,0,29,3,2014,13800.55
70761,1039,6,1042,1,0,0,0,10,5,2014,7884.0925
467773,489,4,539,1,0,0,0,16,10,2014,5140.199619047618
123816,1065,2,472,1,0,0,0,7,5,2013,3700.013333333334
564186,461,5,498,1,1,0,0,6,12,2013,5231.121666666668
118958,607,3,426,1,1,0,0,28,1,2015,4629.06
528364,806,5,579,1,1,0,1,30,8,2013,7919.04
664763,309,3,474,1,0,0,0,18,9,2013,4701.95
589628,45,4,458,1,1,0,0,2,10,2014,5915.515
261618,998,4,568,1,1,0,0,6,3,2014,4872.083
147412,1025,2,872,1,0,0,0,9,6,2015,6958.5183333333325
655070,459,7,0,0,0,0,0,14,12,2014,0.0
218689,619,7,0,0,0,0,0,19,1,2014,0.0
35870,557,4,485,1,0,0,0,16,1,2014,4015.121666666667
374203,561,5,948,1,1,0,0,20,6,2014,8992.73
630113,372,1,1073,1,1,0,0,3,2,2014,15361.6
536611,93,6,297,1,0,0,0,21,9,2013,2994.5287500000013
6290,161,7,0,0,0,0,0,14,9,2014,0.0
382851,54,6,823,1,0,0,0,6,7,2013,8489.270333333334
364644,693,7,0,0,0,0,0,11,5,2014,0.0
78043,560,1,1774,1,1,0,1,20,10,2014,15398.32
537688,614,3,666,1,1,0,0,7,1,2015,7557.624666666667
598067,263,6,461,1,0,0,0,22,3,2014,4923.96
427,265,3,598,1,1,0,0,17,12,2014,6427.315833333334
517383,35,7,0,0,0,0,0,22,3,2015,0.0
271708,1071,2,825,1,1,0,0,3,3,2015,7462.01
11781,259,4,2298,1,1,0,1,18,7,2013,11058.150476190476
513436,607,2,390,1,0,0,0,11,6,2013,3080.902
653308,821,1,1054,1,0,0,1,22,12,2014,10454.14
660300,776,1,461,1,0,0,1,28,10,2013,3666.7325
328378,266,4,632,1,0,0,1,8,8,2013,4863.36
654644,20,2,899,1,0,0,0,21,7,2015,7257.0575
492426,978,7,0,0,0,0,0,2,6,2013,0.0
627013,64,4,755,1,0,0,0,11,9,2014,9218.985
399636,389,2,1257,1,0,0,0,11,6,2013,9678.42
488919,1049,1,779,1,1,0,0,2,6,2014,6784.63
526604,530,7,354,1,0,0,0,1,3,2015,2588.6758333333332
487404,733,3,3574,1,1,0,1,16,7,2014,15845.13
184196,779,1,952,1,1,0,0,13,5,2013,10321.12
379892,209,5,559,1,1,0,0,20,3,2015,5964.84
434596,797,2,414,1,1,0,0,4,2,2014,4599.166666666666
74634,876,4,1402,1,1,0,0,17,7,2014,12582.17
400939,566,3,505,1,1,0,0,21,5,2014,4661.836666666666
177444,836,7,0,0,0,0,0,27,10,2013,0.0
335882,896,2,938,1,0,0,0,20,1,2015,5671.22
57482,41,1,542,1,1,0,1,30,3,2015,7782.49
392774,371,7,0,0,0,0,0,5,7,2015,0.0
60903,217,4,621,1,1,0,0,9,1,2014,4866.902333333333
212802,602,2,700,1,1,0,0,27,1,2015,7941.638666666666
672726,15,1,761,1,1,0,0,16,2,2015,8576.740666666668
531747,264,2,672,1,0,0,1,22,7,2014,4917.64
586004,367,3,498,1,0,0,0,11,6,2014,4310.485
167227,4,5,1108,1,0,0,1,24,7,2015,7879.229285714286
505861,576,5,688,1,0,0,1,26,7,2013,6047.44
34944,995,5,841,1,1,0,0,26,4,2013,9934.0175
52183,253,4,594,1,0,0,0,23,4,2015,4179.239833333333
500135,945,2,519,1,0,0,0,24,6,2014,3634.655
143000,880,6,555,1,0,0,0,22,6,2013,5384.44
505567,913,7,0,0,0,0,0,2,6,2013,0.0
3840,319,5,1000,1,1,0,0,6,6,2014,9416.039142857142
326482,922,3,580,1,1,0,1,6,8,2014,5781.1
277523,381,2,1014,1,0,0,0,7,7,2015,8524.69
638249,610,5,465,1,0,0,0,28,6,2013,4345.825
133068,250,2,566,1,0,0,0,21,7,2015,6681.96
82542,1065,5,543,1,1,0,0,16,1,2015,4720.29
681544,967,6,576,1,0,0,0,26,4,2014,5014.77
315046,531,4,576,1,0,0,1,14,8,2014,4650.721
220699,1026,2,1062,1,0,0,0,11,6,2013,7875.76
512319,315,5,490,1,1,0,0,22,5,2015,4759.199333333333
698563,931,2,300,1,0,0,1,24,12,2013,2517.84
392611,166,4,0,0,0,1,1,25,12,2014,0.0
337141,93,1,837,1,1,0,1,25,3,2013,9544.27
619001,931,3,504,1,0,0,0,2,10,2013,3496.8716666666664
471616,631,6,537,1,0,0,0,17,5,2014,4181.325
693186,773,4,0,0,0,1,1,1,1,2015,0.0
692224,69,1,1872,1,1,0,0,16,12,2013,23427.2775
337945,285,6,546,1,0,0,0,11,7,2015,6249.136666666666
312573,644,3,786,1,0,0,0,24,6,2015,5880.256666666667
215626,443,2,622,1,1,0,0,26,3,2013,6563.6625
417476,982,1,602,1,0,0,1,27,10,2014,6259.75
479728,44,6,549,1,0,0,0,27,12,2014,5201.9425
500668,126,4,446,1,0,0,1,3,1,2013,4562.181
46930,79,5,572,1,0,0,0,1,3,2013,5720.761666666667
623312,139,6,375,1,0,0,0,25,7,2015,4583.591357142857
449159,993,2,642,1,0,0,0,14,10,2014,5872.485
8871,438,1,748,1,1,0,0,15,9,2014,8134.77
147430,848,3,475,1,1,0,1,3,9,2014,5999.5
437739,109,1,906,1,1,0,0,4,2,2013,8626.62
419760,521,6,475,1,0,0,0,6,12,2014,4904.05
421564,603,7,0,0,0,0,0,4,8,2013,0.0
44968,264,4,850,1,1,0,1,17,7,2014,6733.04
197103,536,7,0,0,0,0,0,24,5,2015,0.0
707399,746,3,448,1,1,0,0,19,6,2013,5211.759166666667
319789,433,6,533,1,0,0,0,1,3,2014,4856.5992857142855
497763,270,1,1578,1,1,0,0,15,12,2014,13269.88
421462,603,3,929,1,0,0,0,12,2,2014,6205.054499999999
618204,580,7,0,0,0,0,0,25,8,2013,0.0
671650,330,7,0,0,0,0,0,23,6,2013,0.0
296421,737,1,1174,1,1,0,0,18,11,2013,9765.1
613206,329,3,619,1,0,0,0,13,2,2013,6434.33
235759,221,6,617,1,0,0,0,27,12,2014,6681.418333333332
388091,960,2,590,1,1,0,0,14,4,2015,7578.883333333334
624735,502,3,1553,1,0,0,0,2,10,2013,10248.57
131547,47,6,730,1,0,0,0,14,6,2014,5288.745
361783,79,7,0,0,0,0,0,3,5,2015,0.0
37602,519,5,478,1,0,0,0,28,3,2014,4283.95
119653,504,5,860,1,1,0,0,17,7,2015,6120.92
409327,617,1,873,1,1,0,0,1,12,2014,10056.46
684429,291,4,1129,1,1,0,0,4,12,2014,11258.76
121767,542,6,425,1,0,0,0,13,6,2015,4827.88469047619
103046,981,1,1264,1,1,0,0,16,12,2013,12421.73
235679,971,4,771,1,0,0,0,26,6,2014,5765.253333333334
60673,756,2,2515,1,1,0,1,7,1,2014,19664.97
458097,1019,4,762,1,0,0,1,12,6,2014,6975.71
354058,521,7,0,0,0,0,0,1,12,2013,0.0
70634,505,1,594,1,0,0,0,10,3,2014,4318.65
383153,240,5,458,1,0,0,0,19,4,2013,4342.9
611377,491,3,471,1,0,0,0,8,7,2015,5789.821999999999
17917,695,3,587,1,1,0,0,4,3,2015,6716.619166666667
8223,111,5,579,1,0,0,0,11,4,2014,6030.71
549573,641,7,0,0,0,0,0,11,5,2014,0.0
205665,183,4,539,1,1,0,0,15,1,2015,4553.14
400471,557,4,517,1,0,0,0,11,12,2014,3017.66
189958,896,3,1042,1,1,0,0,20,3,2013,6666.08
62708,36,3,1091,1,1,0,0,4,6,2014,9529.11
106454,54,1,849,1,1,0,1,27,7,2015,9997.71
175997,958,3,694,1,1,0,0,18,12,2013,5702.171666666667
366099,448,1,780,1,0,0,0,23,6,2014,8138.98
572110,150,6,812,1,0,0,0,15,2,2014,7424.44
188464,240,3,485,1,1,0,0,3,6,2015,5231.7908333333335
376504,898,3,759,1,1,0,0,10,4,2013,7315.670666666667
516194,417,1,1230,1,1,0,0,9,9,2013,12424.08
11078,64,1,877,1,1,0,0,2,2,2015,11223.175
582436,345,7,0,0,0,0,0,7,7,2013,0.0
166806,943,6,621,1,0,0,0,28,2,2015,7031.11
163757,490,1,1372,1,1,0,0,16,12,2013,12000.855
309015,302,1,270,1,0,0,0,11,2,2013,2983.4876666666673
559044,455,6,489,1,0,0,0,25,5,2013,7008.461142857143
38436,738,3,587,1,0,0,1,3,4,2013,6329.65
207525,97,5,809,1,1,0,0,30,1,2015,7920.443333333334
574530,872,5,941,1,1,0,0,7,6,2013,9567.44
225041,111,4,843,1,1,0,1,2,4,2015,9943.68
535702,684,3,609,1,0,0,0,28,5,2014,6763.65
150034,126,1,737,1,1,0,0,13,5,2013,9618.198333333332
141724,350,5,523,1,0,0,0,24,5,2013,6463.27
479675,600,3,540,1,0,0,0,27,5,2015,5469.19
422063,762,3,405,1,1,0,0,4,2,2015,4222.546666666666
129779,205,6,688,1,0,0,0,27,6,2015,4625.82
542054,214,3,650,1,1,0,0,24,4,2013,8825.789666666667
83935,202,1,624,1,1,0,0,31,3,2014,8049.267000000001
174570,225,7,0,0,0,0,0,15,12,2013,0.0
603121,892,1,844,1,0,0,0,17,11,2014,6623.54
531592,944,5,1179,1,1,0,0,23,5,2014,7513.74
301015,637,3,571,1,0,0,0,16,1,2013,6145.24
411193,314,5,513,1,0,0,0,15,11,2013,4332.52
198794,144,1,733,1,1,0,0,2,2,2015,8390.869
663198,259,5,3178,1,1,0,0,3,7,2015,18344.5
479772,408,2,455,1,1,0,0,3,2,2015,4943.39
692861,378,6,969,1,0,0,0,1,2,2014,6128.296666666667
231290,818,1,946,1,1,0,0,24,11,2014,10975.14
613892,799,4,1165,1,1,0,0,19,12,2013,13457.07
557063,890,5,444,1,1,0,0,21,3,2014,5564.58
554751,908,2,291,1,0,0,0,18,11,2014,2744.2271666666666
460407,252,6,734,1,0,0,0,10,1,2015,8636.847499999998
251147,201,5,490,1,1,0,1,10,10,2014,5869.235833333332
269133,205,3,893,1,0,0,1,2,1,2013,5969.665
35994,572,4,611,1,1,0,0,8,5,2014,7504.78
440245,780,4,893,1,1,1,0,30,5,2013,7442.82
568914,516,2,712,1,0,0,0,10,2,2015,5112.939833333334
74492,669,6,399,1,0,0,0,31,5,2014,4280.44
623402,1007,3,721,1,0,0,0,30,10,2013,5768.25
461441,712,6,482,1,0,0,0,12,1,2013,5252.702547619047
421216,18,7,0,0,0,0,0,14,4,2013,0.0
540035,1075,4,977,1,0,0,1,25,7,2013,9926.225
